*** COUNTS ***
6234×2 DataFrame
  Row │ PM          N
      │ String15    Int64
──────┼───────────────────
 3538 │ 2010/01/09      1
 3539 │ 2010/01/12      2
 3540 │ 2010/01/13      2
 3541 │ 2010/01/14      1
 3542 │ 2010/01/15      1
 3543 │ 2010/01/16      2
 3544 │ 2010/01/19      2
 3545 │ 2010/01/20      2
 3546 │ 2010/01/21      3
 3547 │ 2010/01/22      2
 3548 │ 2010/01/26      2
 3549 │ 2010/01/28      1
 3550 │ 2010/01/29      2
 3551 │ 2010/01/30      1
 3552 │ 2010/02/02      2
 3553 │ 2010/02/04      1
 3554 │ 2010/02/05      1
 3555 │ 2010/02/06      1
 3556 │ 2010/02/09      3
 3557 │ 2010/02/10      1
 3558 │ 2010/02/13      1
 3559 │ 2010/02/16      2
 3560 │ 2010/02/17      1
 3561 │ 2010/02/18      1
 3562 │ 2010/02/20      1
 3563 │ 2010/02/23      3
 3564 │ 2010/02/24      2
 3565 │ 2010/02/26      1
 3566 │ 2010/03/02      5
 3567 │ 2010/03/03      1
 3568 │ 2010/03/04      2
 3569 │ 2010/03/05      2
 3570 │ 2010/03/06      1
 3571 │ 2010/03/09      3
 3572 │ 2010/03/10      1
 3573 │ 2010/03/13      1
 3574 │ 2010/03/17      3
 3575 │ 2010/03/20      3
 3576 │ 2010/03/23      5
 3577 │ 2010/03/24      3
 3578 │ 2010/03/31      1
 3579 │ 2010/04/01      1
 3580 │ 2010/04/02      3
 3581 │ 2010/04/03      2
 3582 │ 2010/04/07      2
 3583 │ 2010/04/08      1
 3584 │ 2010/04/09      2
 3585 │ 2010/04/10      1
 3586 │ 2010/04/14      1
 3587 │ 2010/04/15      2
 3588 │ 2010/04/16      2
 3589 │ 2010/04/17      1
 3590 │ 2010/04/20      2
 3591 │ 2010/04/21      1
 3592 │ 2010/04/22      1
 3593 │ 2010/04/23      2
 3594 │ 2010/04/24      3
 3595 │ 2010/04/27      2
 3596 │ 2010/04/29      2
 3597 │ 2010/04/30      1
 3598 │ 2010/05/01      2
 3599 │ 2010/05/04      2
 3600 │ 2010/05/07      1
 3601 │ 2010/05/08      1
 3602 │ 2010/05/11      2
 3603 │ 2010/05/12      1
 3604 │ 2010/05/13      1
 3605 │ 2010/05/14      3
 3606 │ 2010/05/18      2
 3607 │ 2010/05/19      2
 3608 │ 2010/05/21      1
 3609 │ 2010/05/22      1
 3610 │ 2010/05/25      5
 3611 │ 2010/05/27      2
 3612 │ 2010/05/28      2
 3613 │ 2010/05/29      1
 3614 │ 2010/06/01      3
 3615 │ 2010/06/04      1
 3616 │ 2010/06/10      3
 3617 │ 2010/06/11      1
 3618 │ 2010/06/15      2
 3619 │ 2010/06/16      1
 3620 │ 2010/06/18      1
 3621 │ 2010/06/19      3
 3622 │ 2010/06/22      2
 3623 │ 2010/06/23      1
 3624 │ 2010/06/24      2
 3625 │ 2010/06/29      2
 3626 │ 2010/06/30      5
 3627 │ 2010/07/01      1
 3628 │ 2010/07/02      1
 3629 │ 2010/07/03      1
 3630 │ 2010/07/06      4
 3631 │ 2010/07/07      1
 3632 │ 2010/07/08      1
 3633 │ 2010/07/09      2
 3634 │ 2010/07/14      3
 3635 │ 2010/07/16      1
 3636 │ 2010/07/20      2
 3637 │ 2010/07/22      2
 3638 │ 2010/07/24      1
 3639 │ 2010/07/27      1
 3640 │ 2010/07/31      1
 3641 │ 2010/08/01      1
 3642 │ 2010/08/03      1
 3643 │ 2010/08/04      2
 3644 │ 2010/08/06      3
 3645 │ 2010/08/07      2
 3646 │ 2010/08/10      1
 3647 │ 2010/08/11      2
 3648 │ 2010/08/14      1
 3649 │ 2010/08/18      1
 3650 │ 2010/08/24      3
 3651 │ 2010/08/25      3
 3652 │ 2010/08/26      1
 3653 │ 2010/08/27      1
 3654 │ 2010/08/28      2
 3655 │ 2010/08/31      3
 3656 │ 2010/09/02      1
 3657 │ 2010/09/04      1
 3658 │ 2010/09/08      2
 3659 │ 2010/09/09      1
 3660 │ 2010/09/11      2
 3661 │ 2010/09/14      4
 3662 │ 2010/09/15      3
 3663 │ 2010/09/16      1
 3664 │ 2010/09/17      1
 3665 │ 2010/09/21      3
 3666 │ 2010/09/22      1
 3667 │ 2010/09/23      1
 3668 │ 2010/09/24      1
 3669 │ 2010/09/25      2
 3670 │ 2010/09/28      4
 3671 │ 2010/09/29      1
 3672 │ 2010/09/30      2
 3673 │ 2010/10/01      3
 3674 │ 2010/10/05      1
 3675 │ 2010/10/06      2
 3676 │ 2010/10/07      1
 3677 │ 2010/10/12      6
 3678 │ 2010/10/13      2
 3679 │ 2010/10/14      1
 3680 │ 2010/10/15      3
 3681 │ 2010/10/16      2
 3682 │ 2010/10/19      1
 3683 │ 2010/10/20      1
 3684 │ 2010/10/22      1
 3685 │ 2010/10/23      2
 3686 │ 2010/10/26      2
 3687 │ 2010/10/29      2
 3688 │ 2010/10/30      2
 3689 │ 2010/11/03      3
 3690 │ 2010/11/04      1
 3691 │ 2010/11/05      2
 3692 │ 2010/11/06      1
 3693 │ 2010/11/09      3
 3694 │ 2010/11/11      1
 3695 │ 2010/11/12      1
 3696 │ 2010/11/13      2
 3697 │ 2010/11/17      1
 3698 │ 2010/11/18      1
 3699 │ 2010/11/19      2
 3700 │ 2010/11/20      1
 3701 │ 2010/11/23      1
 3702 │ 2010/11/26      8
 3703 │ 2010/11/30      1
 3704 │ 2010/12/01      4
 3705 │ 2010/12/03      1
 3706 │ 2010/12/04      2
 3707 │ 2010/12/07      1
 3708 │ 2010/12/08      2
 3709 │ 2010/12/15      1
 3710 │ 2010/12/16      1
 3711 │ 2010/12/17      1
 3712 │ 2010/12/18      2
 3713 │ 2010/12/21      5
 3714 │ 2010/12/24      3
 3715 │ 2010/12/25      1
 3716 │ 2010/12/29      1
 3717 │ 2010/12/31      1
 3718 │ 2011/01/01      4
 3719 │ 2011/01/05      4
 3720 │ 2011/01/06      2
 3721 │ 2011/01/07      1
 3722 │ 2011/01/08      2
 3723 │ 2011/01/11      2
 3724 │ 2011/01/13      1
 3725 │ 2011/01/15      1
 3726 │ 2011/01/18      3
 3727 │ 2011/01/19      1
 3728 │ 2011/01/20      1
 3729 │ 2011/01/21      2
 3730 │ 2011/01/25      2
 3731 │ 2011/01/29      1
 3732 │ 2011/02/01      2
 3733 │ 2011/02/02      1
 3734 │ 2011/02/03      1
 3735 │ 2011/02/04      1
 3736 │ 2011/02/08      4
 3737 │ 2011/02/09      1
 3738 │ 2011/02/10      1
 3739 │ 2011/02/16      1
 3740 │ 2011/02/22      3
 3741 │ 2011/02/23      2
 3742 │ 2011/02/24      2
 3743 │ 2011/02/25      2
 3744 │ 2011/03/01      1
 3745 │ 2011/03/02      4
 3746 │ 2011/03/04      3
 3747 │ 2011/03/05      2
 3748 │ 2011/03/08      3
 3749 │ 2011/03/09      3
 3750 │ 2011/03/10      1
 3751 │ 2011/03/12      1
 3752 │ 2011/03/15      1
 3753 │ 2011/03/16      2
 3754 │ 2011/03/17      1
 3755 │ 2011/03/18      3
 3756 │ 2011/03/19      2
 3757 │ 2011/03/23      4
 3758 │ 2011/03/24      2
 3759 │ 2011/03/25      2
 3760 │ 2011/03/26      4
 3761 │ 2011/03/29      1
 3762 │ 2011/03/30      2
 3763 │ 2011/03/31      2
 3764 │ 2011/04/06      1
 3765 │ 2011/04/07      3
 3766 │ 2011/04/12      2
 3767 │ 2011/04/13      1
 3768 │ 2011/04/14      4
 3769 │ 2011/04/15      2
 3770 │ 2011/04/16      1
 3771 │ 2011/04/19      5
 3772 │ 2011/04/21      1
 3773 │ 2011/04/22      2
 3774 │ 2011/04/23      1
 3775 │ 2011/04/26      1
 3776 │ 2011/04/29      3
 3777 │ 2011/05/03      3
 3778 │ 2011/05/04      3
 3779 │ 2011/05/07      1
 3780 │ 2011/05/10      1
 3781 │ 2011/05/12      2
 3782 │ 2011/05/13      1
 3783 │ 2011/05/14      1
 3784 │ 2011/05/17      2
 3785 │ 2011/05/18      1
 3786 │ 2011/05/19      2
 3787 │ 2011/05/21      1
 3788 │ 2011/05/26      2
 3789 │ 2011/05/31      3
 3790 │ 2011/06/01      5
 3791 │ 2011/06/02      2
 3792 │ 2011/06/03      5
 3793 │ 2011/06/04      1
 3794 │ 2011/06/07      2
 3795 │ 2011/06/08      1
 3796 │ 2011/06/10      3
 3797 │ 2011/06/11      3
 3798 │ 2011/06/15      3
 3799 │ 2011/06/16      4
 3800 │ 2011/06/18      1
 3801 │ 2011/06/21      3
 3802 │ 2011/06/28      5
 3803 │ 2011/07/01      1
 3804 │ 2011/07/02      2
 3805 │ 2011/07/09      1
 3806 │ 2011/07/12      2
 3807 │ 2011/07/13      2
 3808 │ 2011/07/15      1
 3809 │ 2011/07/20      1
 3810 │ 2011/07/23      3
 3811 │ 2011/07/26      3
 3812 │ 2011/07/27      1
 3813 │ 2011/07/28      2
 3814 │ 2011/07/29      2
 3815 │ 2011/08/01      1
 3816 │ 2011/08/02      3
 3817 │ 2011/08/03      2
 3818 │ 2011/08/04      3
 3819 │ 2011/08/05      1
 3820 │ 2011/08/06      2
 3821 │ 2011/08/09      4
 3822 │ 2011/08/10      2
 3823 │ 2011/08/16      3
 3824 │ 2011/08/19      2
 3825 │ 2011/08/24      2
 3826 │ 2011/08/25      3
 3827 │ 2011/08/26      2
 3828 │ 2011/08/30      1
 3829 │ 2011/09/01      1
 3830 │ 2011/09/02      1
 3831 │ 2011/09/03      1
 3832 │ 2011/09/06      1
 3833 │ 2011/09/07      1
 3834 │ 2011/09/08      1
 3835 │ 2011/09/09      1
 3836 │ 2011/09/13      4
 3837 │ 2011/09/15      2
 3838 │ 2011/09/16      3
 3839 │ 2011/09/17      2
 3840 │ 2011/09/20      3
 3841 │ 2011/09/22      5
 3842 │ 2011/09/24      1
 3843 │ 2011/09/29      3
 3844 │ 2011/10/01      3
 3845 │ 2011/10/04      3
 3846 │ 2011/10/05      1
 3847 │ 2011/10/08      1
 3848 │ 2011/10/11      1
 3849 │ 2011/10/12      1
 3850 │ 2011/10/13      2
 3851 │ 2011/10/14      2
 3852 │ 2011/10/15      1
 3853 │ 2011/10/18      4
 3854 │ 2011/10/21      3
 3855 │ 2011/10/22      2
 3856 │ 2011/10/25      2
 3857 │ 2011/10/26      2
 3858 │ 2011/10/29      1
 3859 │ 2011/11/01      2
 3860 │ 2011/11/02      1
 3861 │ 2011/11/03      3
 3862 │ 2011/11/04      1
 3863 │ 2011/11/05      2
 3864 │ 2011/11/08      1
 3865 │ 2011/11/09      2
 3866 │ 2011/11/10      1
 3867 │ 2011/11/12      1
 3868 │ 2011/11/15      6
 3869 │ 2011/11/16      1
 3870 │ 2011/11/17      3
 3871 │ 2011/11/18      1
 3872 │ 2011/11/19      1
 3873 │ 2011/11/22      3
 3874 │ 2011/11/24      1
 3875 │ 2011/11/25      3
 3876 │ 2011/11/26      1
 3877 │ 2011/11/29      2
 3878 │ 2011/12/06      4
 3879 │ 2011/12/07      1
 3880 │ 2011/12/08      4
 3881 │ 2011/12/14     11
 3882 │ 2011/12/17      2
 3883 │ 2011/12/22      2
 3884 │ 2011/12/23      1
 3885 │ 2011/12/27      2
 3886 │ 2011/12/28      1
 3887 │ 2011/12/29      1
 3888 │ 2011/12/31      1
 3889 │ 2012/01/01      3
 3890 │ 2012/01/03      5
 3891 │ 2012/01/06      2
 3892 │ 2012/01/10      3
 3893 │ 2012/01/13      1
 3894 │ 2012/01/17      3
 3895 │ 2012/01/21      2
 3896 │ 2012/01/24      2
 3897 │ 2012/01/25      1
 3898 │ 2012/01/31      1
 3899 │ 2012/02/01      1
 3900 │ 2012/02/02      3
 3901 │ 2012/02/03      3
 3902 │ 2012/02/04      1
 3903 │ 2012/02/07      6
 3904 │ 2012/02/09      5
 3905 │ 2012/02/10      1
 3906 │ 2012/02/11      2
 3907 │ 2012/02/14      5
 3908 │ 2012/02/15      1
 3909 │ 2012/02/16      2
 3910 │ 2012/02/18      2
 3911 │ 2012/02/22      5
 3912 │ 2012/02/23      1
 3913 │ 2012/03/01      6
 3914 │ 2012/03/02      2
 3915 │ 2012/03/03      3
 3916 │ 2012/03/06      1
 3917 │ 2012/03/08      1
 3918 │ 2012/03/10      1
 3919 │ 2012/03/13      1
 3920 │ 2012/03/14      2
 3921 │ 2012/03/17      3
 3922 │ 2012/03/20      2
 3923 │ 2012/03/21      1
 3924 │ 2012/03/22      1
 3925 │ 2012/03/23      4
 3926 │ 2012/03/24      1
 3927 │ 2012/03/27      5
 3928 │ 2012/03/28      1
 3929 │ 2012/03/29      1
 3930 │ 2012/03/31      2
 3931 │ 2012/04/03      1
 3932 │ 2012/04/05      2
 3933 │ 2012/04/10      2
 3934 │ 2012/04/11      3
 3935 │ 2012/04/12      2
 3936 │ 2012/04/17      1
 3937 │ 2012/04/18      1
 3938 │ 2012/04/21      2
 3939 │ 2012/04/24      1
 3940 │ 2012/04/25      3
 3941 │ 2012/04/26      1
 3942 │ 2012/04/27      1
 3943 │ 2012/04/28      5
 3944 │ 2012/05/01      1
 3945 │ 2012/05/03      2
 3946 │ 2012/05/04      3
 3947 │ 2012/05/09      3
 3948 │ 2012/05/11      2
 3949 │ 2012/05/12      1
 3950 │ 2012/05/15      3
 3951 │ 2012/05/17      4
 3952 │ 2012/05/18      1
 3953 │ 2012/05/19      2
 3954 │ 2012/05/23      4
 3955 │ 2012/05/24      2
 3956 │ 2012/05/29      2
 3957 │ 2012/05/31      2
 3958 │ 2012/06/01      2
 3959 │ 2012/06/02      2
 3960 │ 2012/06/06      2
 3961 │ 2012/06/07      1
 3962 │ 2012/06/08      1
 3963 │ 2012/06/12      1
 3964 │ 2012/06/13      2
 3965 │ 2012/06/14      1
 3966 │ 2012/06/15      4
 3967 │ 2012/06/16      5
 3968 │ 2012/06/19      4
 3969 │ 2012/06/20      3
 3970 │ 2012/06/21      1
 3971 │ 2012/06/22      3
 3972 │ 2012/06/23      2
 3973 │ 2012/06/26      5
 3974 │ 2012/06/28      4
 3975 │ 2012/06/29      2
 3976 │ 2012/06/30      1
 3977 │ 2012/07/04      2
 3978 │ 2012/07/05      1
 3979 │ 2012/07/06      1
 3980 │ 2012/07/07      3
 3981 │ 2012/07/10      1
 3982 │ 2012/07/11      3
 3983 │ 2012/07/13      1
 3984 │ 2012/07/14      3
 3985 │ 2012/07/17      3
 3986 │ 2012/07/18      2
 3987 │ 2012/07/19      2
 3988 │ 2012/07/20      1
 3989 │ 2012/07/21      1
 3990 │ 2012/07/24      4
 3991 │ 2012/07/25      2
 3992 │ 2012/07/26      1
 3993 │ 2012/07/27      1
 3994 │ 2012/07/28      1
 3995 │ 2012/07/31      4
 3996 │ 2012/08/01      3
 3997 │ 2012/08/03      2
 3998 │ 2012/08/04      4
 3999 │ 2012/08/07      3
 4000 │ 2012/08/08      1
 4001 │ 2012/08/09      1
 4002 │ 2012/08/10      1
 4003 │ 2012/08/14      2
 4004 │ 2012/08/15      1
 4005 │ 2012/08/16      2
 4006 │ 2012/08/21      2
 4007 │ 2012/08/25      2
 4008 │ 2012/08/28      4
 4009 │ 2012/08/29      1
 4010 │ 2012/08/30      1
 4011 │ 2012/09/04      3
 4012 │ 2012/09/07      1
 4013 │ 2012/09/08      2
 4014 │ 2012/09/12      1
 4015 │ 2012/09/13      1
 4016 │ 2012/09/14      1
 4017 │ 2012/09/15      3
 4018 │ 2012/09/18      1
 4019 │ 2012/09/19      1
 4020 │ 2012/09/20      3
 4021 │ 2012/09/22      2
 4022 │ 2012/09/25      1
 4023 │ 2012/09/26      2
 4024 │ 2012/09/27      2
 4025 │ 2012/09/28      2
 4026 │ 2012/09/29      2
 4027 │ 2012/10/02      4
 4028 │ 2012/10/03      3
 4029 │ 2012/10/04      1
 4030 │ 2012/10/05      1
 4031 │ 2012/10/06      2
 4032 │ 2012/10/09      1
 4033 │ 2012/10/12      2
 4034 │ 2012/10/13      1
 4035 │ 2012/10/16      5
 4036 │ 2012/10/17      2
 4037 │ 2012/10/19      3
 4038 │ 2012/10/20      1
 4039 │ 2012/10/23      1
 4040 │ 2012/10/24      4
 4041 │ 2012/10/25      2
 4042 │ 2012/10/26      2
 4043 │ 2012/10/27      3
 4044 │ 2012/10/30      5
 4045 │ 2012/10/31      2
 4046 │ 2012/11/01      3
 4047 │ 2012/11/02      3
 4048 │ 2012/11/03      2
 4049 │ 2012/11/06      3
 4050 │ 2012/11/07      3
 4051 │ 2012/11/09      1
 4052 │ 2012/11/10      2
 4053 │ 2012/11/13      5
 4054 │ 2012/11/14      1
 4055 │ 2012/11/15      2
 4056 │ 2012/11/16      1
 4057 │ 2012/11/17      5
 4058 │ 2012/11/20      3
 4059 │ 2012/11/21      2
 4060 │ 2012/11/22      2
 4061 │ 2012/11/23      1
 4062 │ 2012/11/24      2
 4063 │ 2012/11/28      7
 4064 │ 2012/11/29      5
 4065 │ 2012/12/01      2
 4066 │ 2012/12/04      6
 4067 │ 2012/12/12      4
 4068 │ 2012/12/14      1
 4069 │ 2012/12/15      2
 4070 │ 2012/12/18      1
 4071 │ 2012/12/19      2
 4072 │ 2012/12/21      2
 4073 │ 2012/12/25      4
 4074 │ 2012/12/29      2
 4075 │ 2013/01/01      5
 4076 │ 2013/01/02      4
 4077 │ 2013/01/03      2
 4078 │ 2013/01/04      1
 4079 │ 2013/01/05      2
 4080 │ 2013/01/08      1
 4081 │ 2013/01/10      1
 4082 │ 2013/01/15      2
 4083 │ 2013/01/16      1
 4084 │ 2013/01/17      1
 4085 │ 2013/01/18      2
 4086 │ 2013/01/19      2
 4087 │ 2013/01/22      1
 4088 │ 2013/01/23      2
 4089 │ 2013/01/24      2
 4090 │ 2013/01/25      1
 4091 │ 2013/01/26      2
 4092 │ 2013/01/29      2
 4093 │ 2013/01/30      2
 4094 │ 2013/02/05      1
 4095 │ 2013/02/06      2
 4096 │ 2013/02/09      1
 4097 │ 2013/02/12      1
 4098 │ 2013/02/13      3
 4099 │ 2013/02/14      3
 4100 │ 2013/02/15      1
 4101 │ 2013/02/16      2
 4102 │ 2013/02/19      2
 4103 │ 2013/02/21      1
 4104 │ 2013/02/22      2
 4105 │ 2013/02/23      3
 4106 │ 2013/02/26      2
 4107 │ 2013/02/27      4
 4108 │ 2013/02/28      5
 4109 │ 2013/03/01      1
 4110 │ 2013/03/02      2
 4111 │ 2013/03/05      1
 4112 │ 2013/03/06      4
 4113 │ 2013/03/07      1
 4114 │ 2013/03/08      2
 4115 │ 2013/03/09      2
 4116 │ 2013/03/12      4
 4117 │ 2013/03/14      4
 4118 │ 2013/03/15      1
 4119 │ 2013/03/16      1
 4120 │ 2013/03/19      2
 4121 │ 2013/03/21      3
 4122 │ 2013/03/22      2
 4123 │ 2013/03/26      3
 4124 │ 2013/03/29      1
 4125 │ 2013/03/30      1
 4126 │ 2013/04/01      2
 4127 │ 2013/04/03      1
 4128 │ 2013/04/04      1
 4129 │ 2013/04/06      1
 4130 │ 2013/04/09      1
 4131 │ 2013/04/10      1
 4132 │ 2013/04/11      1
 4133 │ 2013/04/12      3
 4134 │ 2013/04/17      2
 4135 │ 2013/04/19      2
 4136 │ 2013/04/20      2
 4137 │ 2013/04/23      1
 4138 │ 2013/04/24      2
 4139 │ 2013/04/26      1
 4140 │ 2013/04/27      1
 4141 │ 2013/04/30      5
 4142 │ 2013/05/01      1
 4143 │ 2013/05/02      1
 4144 │ 2013/05/07      1
 4145 │ 2013/05/08      1
 4146 │ 2013/05/09      1
 4147 │ 2013/05/10      2
 4148 │ 2013/05/15      5
 4149 │ 2013/05/16      2
 4150 │ 2013/05/23      2
 4151 │ 2013/05/24      1
 4152 │ 2013/05/25      6
 4153 │ 2013/05/28      3
 4154 │ 2013/05/29      2
 4155 │ 2013/05/30      1
 4156 │ 2013/06/01      1
 4157 │ 2013/06/04      6
 4158 │ 2013/06/05      2
 4159 │ 2013/06/06      1
 4160 │ 2013/06/07      1
 4161 │ 2013/06/12      2
 4162 │ 2013/06/13      1
 4163 │ 2013/06/14      1
 4164 │ 2013/06/19      6
 4165 │ 2013/06/20      1
 4166 │ 2013/06/21      1
 4167 │ 2013/06/22      2
 4168 │ 2013/06/25      4
 4169 │ 2013/06/26      1
 4170 │ 2013/06/27      1
 4171 │ 2013/06/28      1
 4172 │ 2013/06/29      2
 4173 │ 2013/07/03      4
 4174 │ 2013/07/05      5
 4175 │ 2013/07/06      1
 4176 │ 2013/07/09      5
 4177 │ 2013/07/10      1
 4178 │ 2013/07/11      1
 4179 │ 2013/07/12      1
 4180 │ 2013/07/13      2
 4181 │ 2013/07/16      6
 4182 │ 2013/07/17      1
 4183 │ 2013/07/19      1
 4184 │ 2013/07/23      8
 4185 │ 2013/07/24      1
 4186 │ 2013/07/26      1
 4187 │ 2013/07/28      1
 4188 │ 2013/07/31      3
 4189 │ 2013/08/02      1
 4190 │ 2013/08/03      1
 4191 │ 2013/08/06      2
 4192 │ 2013/08/08      2
 4193 │ 2013/08/09      2
 4194 │ 2013/08/10      1
 4195 │ 2013/08/13      1
 4196 │ 2013/08/14      2
 4197 │ 2013/08/15      1
 4198 │ 2013/08/16      1
 4199 │ 2013/08/21      3
 4200 │ 2013/08/22      2
 4201 │ 2013/08/27      1
 4202 │ 2013/08/29      1
 4203 │ 2013/08/30      2
 4204 │ 2013/08/31      2
 4205 │ 2013/09/03      5
 4206 │ 2013/09/06      2
 4207 │ 2013/09/07      1
 4208 │ 2013/09/10      3
 4209 │ 2013/09/11      2
 4210 │ 2013/09/13      3
 4211 │ 2013/09/14      2
 4212 │ 2013/09/17      2
 4213 │ 2013/09/18      3
 4214 │ 2013/09/21      5
 4215 │ 2013/09/24      2
 4216 │ 2013/09/26      5
 4217 │ 2013/09/27      2
 4218 │ 2013/09/28      3
 4219 │ 2013/10/01      2
 4220 │ 2013/10/02      3
 4221 │ 2013/10/03      1
 4222 │ 2013/10/04      1
 4223 │ 2013/10/05      1
 4224 │ 2013/10/08      4
 4225 │ 2013/10/09      1
 4226 │ 2013/10/10      1
 4227 │ 2013/10/15      3
 4228 │ 2013/10/16      1
 4229 │ 2013/10/18      2
 4230 │ 2013/10/19      3
 4231 │ 2013/10/22      1
 4232 │ 2013/10/23      1
 4233 │ 2013/10/25      1
 4234 │ 2013/10/26      1
 4235 │ 2013/10/29      1
 4236 │ 2013/10/30      2
 4237 │ 2013/11/02      1
 4238 │ 2013/11/05      3
 4239 │ 2013/11/06      3
 4240 │ 2013/11/07      1
 4241 │ 2013/11/08      1
 4242 │ 2013/11/10      2
 4243 │ 2013/11/12      4
 4244 │ 2013/11/13      1
 4245 │ 2013/11/14      2
 4246 │ 2013/11/15      2
 4247 │ 2013/11/16      1
 4248 │ 2013/11/20      3
 4249 │ 2013/11/21      2
 4250 │ 2013/11/23      1
 4251 │ 2013/11/26      6
 4252 │ 2013/11/28      2
 4253 │ 2013/11/30      1
 4254 │ 2013/12/03      4
 4255 │ 2013/12/04      7
 4256 │ 2013/12/07      7
 4257 │ 2013/12/11      1
 4258 │ 2013/12/12      2
 4259 │ 2013/12/13      1
 4260 │ 2013/12/18      6
 4261 │ 2013/12/19      5
 4262 │ 2013/12/20      1
 4263 │ 2013/12/21      1
 4264 │ 2013/12/24      1
 4265 │ 2013/12/25      1
 4266 │ 2013/12/29      1
 4267 │ 2014/01/01      4
 4268 │ 2014/01/02      2
 4269 │ 2014/01/03      1
 4270 │ 2014/01/05      1
 4271 │ 2014/01/07      1
 4272 │ 2014/01/08      1
 4273 │ 2014/01/09      1
 4274 │ 2014/01/10      3
 4275 │ 2014/01/15      5
 4276 │ 2014/01/16      2
 4277 │ 2014/01/17      1
 4278 │ 2014/01/18      2
 4279 │ 2014/01/21      5
 4280 │ 2014/01/22      2
 4281 │ 2014/01/23      2
 4282 │ 2014/01/24      1
 4283 │ 2014/01/25      2
 4284 │ 2014/01/28      4
 4285 │ 2014/01/29      1
 4286 │ 2014/01/30      4
 4287 │ 2014/01/31      1
 4288 │ 2014/02/01      3
 4289 │ 2014/02/04      4
 4290 │ 2014/02/05      2
 4291 │ 2014/02/08      1
 4292 │ 2014/02/11      1
 4293 │ 2014/02/12      1
 4294 │ 2014/02/14      3
 4295 │ 2014/02/15      1
 4296 │ 2014/02/18      4
 4297 │ 2014/02/19      2
 4298 │ 2014/02/20      2
 4299 │ 2014/02/22      2
 4300 │ 2014/02/25      2
 4301 │ 2014/02/26      2
 4302 │ 2014/02/28      3
 4303 │ 2014/03/01      2
 4304 │ 2014/03/04      3
 4305 │ 2014/03/07      4
 4306 │ 2014/03/08      2
 4307 │ 2014/03/13      3
 4308 │ 2014/03/14      1
 4309 │ 2014/03/15      1
 4310 │ 2014/03/19      3
 4311 │ 2014/03/20      1
 4312 │ 2014/03/22      5
 4313 │ 2014/03/25      2
 4314 │ 2014/03/26      4
 4315 │ 2014/03/29      6
 4316 │ 2014/04/01      2
 4317 │ 2014/04/03      2
 4318 │ 2014/04/04      1
 4319 │ 2014/04/08      5
 4320 │ 2014/04/09      4
 4321 │ 2014/04/10      1
 4322 │ 2014/04/12      1
 4323 │ 2014/04/16      3
 4324 │ 2014/04/18      2
 4325 │ 2014/04/20      1
 4326 │ 2014/04/23      1
 4327 │ 2014/04/24      2
 4328 │ 2014/04/25      2
 4329 │ 2014/04/26      2
 4330 │ 2014/04/29      2
 4331 │ 2014/04/30      5
 4332 │ 2014/05/02      2
 4333 │ 2014/05/03      4
 4334 │ 2014/05/07      3
 4335 │ 2014/05/09      3
 4336 │ 2014/05/13      1
 4337 │ 2014/05/17      2
 4338 │ 2014/05/20      4
 4339 │ 2014/05/23      1
 4340 │ 2014/05/24      1
 4341 │ 2014/05/27      4
 4342 │ 2014/05/28      3
 4343 │ 2014/05/29      2
 4344 │ 2014/05/31      2
 4345 │ 2014/06/01      3
 4346 │ 2014/06/03      2
 4347 │ 2014/06/04      1
 4348 │ 2014/06/05      1
 4349 │ 2014/06/07      2
 4350 │ 2014/06/08      1
 4351 │ 2014/06/10      3
 4352 │ 2014/06/11      2
 4353 │ 2014/06/12      1
 4354 │ 2014/06/13      1
 4355 │ 2014/06/14      4
 4356 │ 2014/06/16      2
 4357 │ 2014/06/17      4
 4358 │ 2014/06/19      2
 4359 │ 2014/06/20      1
 4360 │ 2014/06/22      2
 4361 │ 2014/06/24      1
 4362 │ 2014/06/25      1
 4363 │ 2014/06/27      1
 4364 │ 2014/06/28      1
 4365 │ 2014/07/06      2
 4366 │ 2014/07/08      2
 4367 │ 2014/07/09      4
 4368 │ 2014/07/10      1
 4369 │ 2014/07/11      1
 4370 │ 2014/07/13      3
 4371 │ 2014/07/16      3
 4372 │ 2014/07/17      1
 4373 │ 2014/07/18      2
 4374 │ 2014/07/19      1
 4375 │ 2014/07/20      2
 4376 │ 2014/07/22      1
 4377 │ 2014/07/23      1
 4378 │ 2014/07/25      1
 4379 │ 2014/07/26      2
 4380 │ 2014/07/27      1
 4381 │ 2014/07/30      3
 4382 │ 2014/07/31      1
 4383 │ 2014/08/01      2
 4384 │ 2014/08/02      1
 4385 │ 2014/08/05      1
 4386 │ 2014/08/06      1
 4387 │ 2014/08/08      1
 4388 │ 2014/08/12      2
 4389 │ 2014/08/16      3
 4390 │ 2014/08/19      1
 4391 │ 2014/08/20      2
 4392 │ 2014/08/22      1
 4393 │ 2014/08/26      4
 4394 │ 2014/08/27      1
 4395 │ 2014/08/29      1
 4396 │ 2014/08/30      2
 4397 │ 2014/08/31      2
 4398 │ 2014/09/02      1
 4399 │ 2014/09/03      2
 4400 │ 2014/09/04      2
 4401 │ 2014/09/07      1
 4402 │ 2014/09/10      7
 4403 │ 2014/09/12      2
 4404 │ 2014/09/14      1
 4405 │ 2014/09/16      2
 4406 │ 2014/09/17      4
 4407 │ 2014/09/18      1
 4408 │ 2014/09/19      1
