*** COUNTS ***
4732×2 DataFrame
  Row │ DP                 N
      │ String31           Int64
──────┼──────────────────────────
 2434 │ 1999 Jul-Sep           2
 2435 │ 1999 Jun              12
 2436 │ 1999 Jun 1             2
 2437 │ 1999 Jun 26            1
 2438 │ 1999 Jun 30            1
 2439 │ 1999 Jun 4             1
 2440 │ 1999 Mar              11
 2441 │ 1999 Mar 15            1
 2442 │ 1999 Mar 16            2
 2443 │ 1999 Mar 2             1
 2444 │ 1999 Mar 4             2
 2445 │ 1999 Mar-Apr           2
 2446 │ 1999 May              14
 2447 │ 1999 May 10            1
 2448 │ 1999 May 15            1
 2449 │ 1999 May-Jun           4
 2450 │ 1999 Nov               9
 2451 │ 1999 Nov 1             1
 2452 │ 1999 Nov 15            3
 2453 │ 1999 Nov 27            1
 2454 │ 1999 Nov-Dec           5
 2455 │ 1999 Oct               8
 2456 │ 1999 Oct 15            1
 2457 │ 1999 Oct 2             1
 2458 │ 1999 Oct 26            1
 2459 │ 1999 Oct 5             1
 2460 │ 1999 Oct-Dec           1
 2461 │ 1999 Sep              10
 2462 │ 1999 Sep 15            1
 2463 │ 1999 Sep 17            2
 2464 │ 1999 Sep 18            1
 2465 │ 1999 Sep 28            1
 2466 │ 1999 Sep 7             1
 2467 │ 1999 Sep-Oct           6
 2468 │ 2000                  12
 2469 │ 2000 Apr              12
 2470 │ 2000 Apr 12            1
 2471 │ 2000 Apr 20            1
 2472 │ 2000 Apr 21            1
 2473 │ 2000 Apr-Jun           1
 2474 │ 2000 Aug              11
 2475 │ 2000 Aug 1             1
 2476 │ 2000 Aug 15            3
 2477 │ 2000 Aug 18            1
 2478 │ 2000 Dec              17
 2479 │ 2000 Dec 12            1
 2480 │ 2000 Dec 5             1
 2481 │ 2000 Feb               9
 2482 │ 2000 Feb 15            2
 2483 │ 2000 Feb 18            3
 2484 │ 2000 Jan              15
 2485 │ 2000 Jan 22            1
 2486 │ 2000 Jan 25            1
 2487 │ 2000 Jan 27            1
 2488 │ 2000 Jan-Feb           3
 2489 │ 2000 Jul              12
 2490 │ 2000 Jul 27            3
 2491 │ 2000 Jul-Aug           5
 2492 │ 2000 Jun              13
 2493 │ 2000 Jun 12            1
 2494 │ 2000 Jun 15            1
 2495 │ 2000 Jun 23            1
 2496 │ 2000 Mar               7
 2497 │ 2000 Mar 13            1
 2498 │ 2000 Mar 4             3
 2499 │ 2000 Mar 9             2
 2500 │ 2000 Mar-Apr           3
 2501 │ 2000 May              23
 2502 │ 2000 May 15            2
 2503 │ 2000 May 30            1
 2504 │ 2000 May 9             1
 2505 │ 2000 May-Jun           1
 2506 │ 2000 Nov              22
 2507 │ 2000 Nov 15            2
 2508 │ 2000 Nov 3             1
 2509 │ 2000 Nov 9             1
 2510 │ 2000 Nov-Dec           1
 2511 │ 2000 Oct              12
 2512 │ 2000 Oct 15            1
 2513 │ 2000 Oct 17            1
 2514 │ 2000 Oct 2             1
 2515 │ 2000 Oct 31            1
 2516 │ 2000 Sep               7
 2517 │ 2000 Sep 9             1
 2518 │ 2000 Sep-Oct           6
 2519 │ 2000 Spring            1
 2520 │ 2000 Winter            1
 2521 │ 2001                  22
 2522 │ 2001 Apr              11
 2523 │ 2001 Aug               9
 2524 │ 2001 Aug 16            1
 2525 │ 2001 Aug 2             1
 2526 │ 2001 Aug 28            1
 2527 │ 2001 Dec               6
 2528 │ 2001 Dec 10            1
 2529 │ 2001 Dec 18            1
 2530 │ 2001 Dec 7             1
 2531 │ 2001 Feb              15
 2532 │ 2001 Feb 1             1
 2533 │ 2001 Feb 15            1
 2534 │ 2001 Feb 26            1
 2535 │ 2001 Feb 6             2
 2536 │ 2001 Jan               6
 2537 │ 2001 Jan 1             1
 2538 │ 2001 Jan 15            1
 2539 │ 2001 Jan 16            2
 2540 │ 2001 Jan 2             1
 2541 │ 2001 Jan 23            1
 2542 │ 2001 Jan-Feb           5
 2543 │ 2001 Jul              10
 2544 │ 2001 Jul 1             1
 2545 │ 2001 Jul 10            1
 2546 │ 2001 Jul 19            1
 2547 │ 2001 Jul 3             2
 2548 │ 2001 Jul-Aug           3
 2549 │ 2001 Jun              13
 2550 │ 2001 Jun 1             2
 2551 │ 2001 Mar              10
 2552 │ 2001 Mar 1             1
 2553 │ 2001 Mar 15            4
 2554 │ 2001 Mar 27            1
 2555 │ 2001 Mar 31            1
 2556 │ 2001 Mar 9             1
 2557 │ 2001 Mar-Apr           4
 2558 │ 2001 May              13
 2559 │ 2001 May 15            1
 2560 │ 2001 May 19            1
 2561 │ 2001 May 8             3
 2562 │ 2001 May-Jun           4
 2563 │ 2001 Nov              19
 2564 │ 2001 Nov 1             3
 2565 │ 2001 Nov 9             2
 2566 │ 2001 Nov-Dec           4
 2567 │ 2001 Oct              13
 2568 │ 2001 Oct 10            2
 2569 │ 2001 Oct 14            1
 2570 │ 2001 Oct 15            2
 2571 │ 2001 Sep              20
 2572 │ 2001 Sep 14            1
 2573 │ 2001 Sep 15            1
 2574 │ 2001 Sep 4             1
 2575 │ 2001 Sep-Dec           1
 2576 │ 2001 Sep-Oct           4
 2577 │ 2001 Spring            1
 2578 │ 2002                  20
 2579 │ 2002 Apr              12
 2580 │ 2002 Apr 15            2
 2581 │ 2002 Apr 17            1
 2582 │ 2002 Apr 20            1
 2583 │ 2002 Apr 24            1
 2584 │ 2002 Apr 30            1
 2585 │ 2002 Apr 4             1
 2586 │ 2002 Apr 9             1
 2587 │ 2002 Apr-May           2
 2588 │ 2002 Aug               5
 2589 │ 2002 Aug 1             2
 2590 │ 2002 Aug 7             1
 2591 │ 2002 Dec              14
 2592 │ 2002 Dec 1             3
 2593 │ 2002 Dec 10            1
 2594 │ 2002 Dec 3             1
 2595 │ 2002 Feb               7
 2596 │ 2002 Feb 1             1
 2597 │ 2002 Feb 15            1
 2598 │ 2002 Feb 21            1
 2599 │ 2002 Jan              11
 2600 │ 2002 Jan-Feb           2
 2601 │ 2002 Jul              12
 2602 │ 2002 Jul 15            1
 2603 │ 2002 Jul 26            1
 2604 │ 2002 Jul 27            1
 2605 │ 2002 Jul 30            1
 2606 │ 2002 Jul-Aug           1
 2607 │ 2002 Jul-Sep           1
 2608 │ 2002 Jun              10
 2609 │ 2002 Jun 1             1
 2610 │ 2002 Jun 15            1
 2611 │ 2002 Jun 21            1
 2612 │ 2002 Jun 25            1
 2613 │ 2002 Jun 4             1
 2614 │ 2002 Mar              17
 2615 │ 2002 Mar 12            1
 2616 │ 2002 Mar 15            1
 2617 │ 2002 Mar 19            1
 2618 │ 2002 Mar 2             1
 2619 │ 2002 Mar 28            2
 2620 │ 2002 Mar 5             1
 2621 │ 2002 Mar-Apr           2
 2622 │ 2002 May              10
 2623 │ 2002 May 15            1
 2624 │ 2002 May 30            1
 2625 │ 2002 May-Jun           2
 2626 │ 2002 Nov              11
 2627 │ 2002 Nov 1             1
 2628 │ 2002 Nov 15            2
 2629 │ 2002 Nov-Dec           4
 2630 │ 2002 Oct               7
 2631 │ 2002 Oct 1             1
 2632 │ 2002 Oct 16            1
 2633 │ 2002 Oct 29            1
 2634 │ 2002 Sep               5
 2635 │ 2002 Sep 10            1
 2636 │ 2002 Sep 15            1
 2637 │ 2002 Sep-Oct           5
 2638 │ 2003                  23
 2639 │ 2003 Apr              14
 2640 │ 2003 Apr 10            1
 2641 │ 2003 Apr 11            1
 2642 │ 2003 Apr 21            1
 2643 │ 2003 Apr 23-30         2
 2644 │ 2003 Apr 24            1
 2645 │ 2003 Apr 25            1
 2646 │ 2003 Apr 4             2
 2647 │ 2003 Apr 7             1
 2648 │ 2003 Apr-Jun           1
 2649 │ 2003 Aug              12
 2650 │ 2003 Aug 12            1
 2651 │ 2003 Aug 19            1
 2652 │ 2003 Aug 23            1
 2653 │ 2003 Aug 26            1
 2654 │ 2003 Aug 6             2
 2655 │ 2003 Aug-Sep           1
 2656 │ 2003 Dec              19
 2657 │ 2003 Dec 1             1
 2658 │ 2003 Dec 10            1
 2659 │ 2003 Dec 21            1
 2660 │ 2003 Dec 23            1
 2661 │ 2003 Dec 3             1
 2662 │ 2003 Dec 9             1
 2663 │ 2003 Fall              1
 2664 │ 2003 Feb              14
 2665 │ 2003 Feb 1             1
 2666 │ 2003 Feb 18            2
 2667 │ 2003 Feb 3             1
 2668 │ 2003 Jan              14
 2669 │ 2003 Jan 1             2
 2670 │ 2003 Jan 15            2
 2671 │ 2003 Jan 21            1
 2672 │ 2003 Jan 23            1
 2673 │ 2003 Jan 27            1
 2674 │ 2003 Jan-Feb           3
 2675 │ 2003 Jul               9
 2676 │ 2003 Jul 1             3
 2677 │ 2003 Jul 11            1
 2678 │ 2003 Jul 14            1
 2679 │ 2003 Jul 17            1
 2680 │ 2003 Jul 2             1
 2681 │ 2003 Jul 28            1
 2682 │ 2003 Jul 29            1
 2683 │ 2003 Jul 8             1
 2684 │ 2003 Jul-Aug           4
 2685 │ 2003 Jul-Sep           1
 2686 │ 2003 Jun              10
 2687 │ 2003 Jun 10            1
 2688 │ 2003 Jun 23            1
 2689 │ 2003 Jun 25            2
 2690 │ 2003 Jun 27            2
 2691 │ 2003 Mar               9
 2692 │ 2003 Mar 10            1
 2693 │ 2003 Mar 15            1
 2694 │ 2003 Mar 8             1
 2695 │ 2003 Mar-Apr           2
 2696 │ 2003 May              14
 2697 │ 2003 May 1             3
 2698 │ 2003 May 13            1
 2699 │ 2003 May 14            1
 2700 │ 2003 May 15            2
 2701 │ 2003 May 16            1
 2702 │ 2003 May 23            1
 2703 │ 2003 May 28            1
 2704 │ 2003 May 30            1
 2705 │ 2003 May 9             2
 2706 │ 2003 Nov               7
 2707 │ 2003 Nov 1             1
 2708 │ 2003 Nov 25            1
 2709 │ 2003 Nov 7             1
 2710 │ 2003 Nov-Dec           1
 2711 │ 2003 Oct              11
 2712 │ 2003 Oct 1             1
 2713 │ 2003 Oct 11            1
 2714 │ 2003 Oct 13            1
 2715 │ 2003 Oct 15            4
 2716 │ 2003 Oct 24            1
 2717 │ 2003 Oct 25            3
 2718 │ 2003 Sep              19
 2719 │ 2003 Sep 1             3
 2720 │ 2003 Sep 15            1
 2721 │ 2003 Sep 20            1
 2722 │ 2003 Sep-Oct           4
 2723 │ 2003 Spring            1
 2724 │ 2004                  15
 2725 │ 2004 Apr              20
 2726 │ 2004 Apr 1             1
 2727 │ 2004 Apr 13            1
 2728 │ 2004 Apr 15            2
 2729 │ 2004 Apr 20            1
 2730 │ 2004 Apr 22            1
 2731 │ 2004 Apr 30            1
 2732 │ 2004 Aug              20
 2733 │ 2004 Aug 18            1
 2734 │ 2004 Aug 6             1
 2735 │ 2004 Dec              12
 2736 │ 2004 Dec 1             1
 2737 │ 2004 Dec 5             1
 2738 │ 2004 Dec 7             2
 2739 │ 2004 Fall              1
 2740 │ 2004 Feb               8
 2741 │ 2004 Feb 10            1
 2742 │ 2004 Feb 15            1
 2743 │ 2004 Feb 17            1
 2744 │ 2004 Jan              11
 2745 │ 2004 Jan-Feb           1
 2746 │ 2004 Jul              12
 2747 │ 2004 Jul 20            1
 2748 │ 2004 Jul 6             2
 2749 │ 2004 Jul 7             1
 2750 │ 2004 Jul-Aug           3
 2751 │ 2004 Jul-Sep           2
 2752 │ 2004 Jun              17
 2753 │ 2004 Jun 11            1
 2754 │ 2004 Jun 16            1
 2755 │ 2004 Mar              20
 2756 │ 2004 Mar 1             2
 2757 │ 2004 Mar 16            1
 2758 │ 2004 Mar 2             1
 2759 │ 2004 Mar 9             1
 2760 │ 2004 Mar-Apr           3
 2761 │ 2004 May              15
 2762 │ 2004 May 18            1
 2763 │ 2004 May 28            1
 2764 │ 2004 May 3             1
 2765 │ 2004 May 5             1
 2766 │ 2004 May 6             1
 2767 │ 2004 May 8             1
 2768 │ 2004 May-Aug           1
 2769 │ 2004 May-Jun           3
 2770 │ 2004 Nov              18
 2771 │ 2004 Nov 16            1
 2772 │ 2004 Nov 2             3
 2773 │ 2004 Nov-Dec           4
 2774 │ 2004 Oct              13
 2775 │ 2004 Oct 14            1
 2776 │ 2004 Oct 8             3
 2777 │ 2004 Oct-Dec           1
 2778 │ 2004 Sep              17
 2779 │ 2004 Sep 1             3
 2780 │ 2004 Sep 14            3
 2781 │ 2004 Sep 15            3
 2782 │ 2004 Sep 21            1
 2783 │ 2004 Sep 7             2
 2784 │ 2004 Sep-Oct           1
 2785 │ 2004 Summer            1
 2786 │ 2004 Winter            1
 2787 │ 2005                  26
 2788 │ 2005 Apr              16
 2789 │ 2005 Apr 19            2
 2790 │ 2005 Apr 2             1
 2791 │ 2005 Apr 23-29         1
 2792 │ 2005 Apr 29            1
 2793 │ 2005 Apr 5             1
 2794 │ 2005 Apr 7             1
 2795 │ 2005 Apr-Jun           1
 2796 │ 2005 Aug               9
 2797 │ 2005 Aug 1             1
 2798 │ 2005 Aug 17            1
 2799 │ 2005 Aug 25            1
 2800 │ 2005 Aug 26            1
 2801 │ 2005 Aug 30            1
 2802 │ 2005 Dec               8
 2803 │ 2005 Dec 1             1
 2804 │ 2005 Dec 13            1
 2805 │ 2005 Dec 7             2
 2806 │ 2005 Feb              14
 2807 │ 2005 Feb 1             2
 2808 │ 2005 Feb 15            2
 2809 │ 2005 Feb 22            2
 2810 │ 2005 Feb 28            1
 2811 │ 2005 Feb 4             2
 2812 │ 2005 Jan              21
 2813 │ 2005 Jan 1             2
 2814 │ 2005 Jan 18            1
 2815 │ 2005 Jan 25            2
 2816 │ 2005 Jan 29            1
 2817 │ 2005 Jan 4             2
 2818 │ 2005 Jan-Feb           3
 2819 │ 2005 Jan-Mar           1
 2820 │ 2005 Jul              10
 2821 │ 2005 Jul 10            2
 2822 │ 2005 Jul 19            1
 2823 │ 2005 Jul 7             2
 2824 │ 2005 Jul-Aug           3
 2825 │ 2005 Jul-Sep           1
 2826 │ 2005 Jun              12
 2827 │ 2005 Jun 2             1
 2828 │ 2005 Jun 25            1
 2829 │ 2005 Jun 30            1
 2830 │ 2005 Jun 6             1
 2831 │ 2005 Jun 7             2
 2832 │ 2005 Mar              11
 2833 │ 2005 Mar 1             1
 2834 │ 2005 Mar 18            1
 2835 │ 2005 Mar 30            1
 2836 │ 2005 Mar-Apr           2
 2837 │ 2005 May              15
 2838 │ 2005 May 1             1
 2839 │ 2005 May 11            1
 2840 │ 2005 May 15            1
 2841 │ 2005 May 17            1
 2842 │ 2005 May 27            1
 2843 │ 2005 May-Jun           3
 2844 │ 2005 Nov              14
 2845 │ 2005 Nov 1             1
 2846 │ 2005 Nov 26            1
 2847 │ 2005 Nov 29            1
 2848 │ 2005 Nov-Dec           3
 2849 │ 2005 Oct              27
 2850 │ 2005 Oct 1             2
 2851 │ 2005 Oct 10            1
 2852 │ 2005 Oct 11            1
 2853 │ 2005 Oct 20            1
 2854 │ 2005 Sep              15
 2855 │ 2005 Sep 13            1
 2856 │ 2005 Sep 15            2
 2857 │ 2005 Sep 20            1
 2858 │ 2005 Sep-Oct           9
 2859 │ 2005 Winter            1
 2860 │ 2006                  33
 2861 │ 2006 Apr              17
 2862 │ 2006 Apr 15            1
 2863 │ 2006 Apr 18            1
 2864 │ 2006 Apr 28            1
 2865 │ 2006 Apr 29            1
 2866 │ 2006 Aug              12
 2867 │ 2006 Aug 1             1
 2868 │ 2006 Aug 15            1
 2869 │ 2006 Aug 18            1
 2870 │ 2006 Aug 24            2
 2871 │ 2006 Aug 29            1
 2872 │ 2006 Aug 7             1
 2873 │ 2006 Aug 8             1
 2874 │ 2006 Aug-Oct           1
 2875 │ 2006 Dec              22
 2876 │ 2006 Dec 1             2
 2877 │ 2006 Dec 12            1
 2878 │ 2006 Dec 18            1
 2879 │ 2006 Dec 30            1
 2880 │ 2006 Feb              20
 2881 │ 2006 Feb 14            2
 2882 │ 2006 Feb 15            2
 2883 │ 2006 Feb 25            1
 2884 │ 2006 Jan              14
 2885 │ 2006 Jan 17            1
 2886 │ 2006 Jan 31            1
 2887 │ 2006 Jan 6             2
 2888 │ 2006 Jan-Feb           5
 2889 │ 2006 Jan-Mar           2
 2890 │ 2006 Jul              10
 2891 │ 2006 Jul 4             2
 2892 │ 2006 Jul-Aug           4
 2893 │ 2006 Jul-Dec           1
 2894 │ 2006 Jun              19
 2895 │ 2006 Jun 1             2
 2896 │ 2006 Jun 10            1
 2897 │ 2006 Jun 15            1
 2898 │ 2006 Jun 23            1
 2899 │ 2006 Jun 27            1
 2900 │ 2006 Jun 28            1
 2901 │ 2006 Jun 6             1
 2902 │ 2006 Jun 8             1
 2903 │ 2006 Jun 9             3
 2904 │ 2006 Mar              12
 2905 │ 2006 Mar 15            1
 2906 │ 2006 Mar 20            1
 2907 │ 2006 Mar 22            1
 2908 │ 2006 Mar-Apr           3
 2909 │ 2006 May              18
 2910 │ 2006 May 1             1
 2911 │ 2006 May 10            1
 2912 │ 2006 May 24            1
 2913 │ 2006 May 26            1
 2914 │ 2006 May-Jun           4
 2915 │ 2006 Nov              14
 2916 │ 2006 Nov 1             2
 2917 │ 2006 Nov 10            2
 2918 │ 2006 Nov 18            2
 2919 │ 2006 Nov 21            1
 2920 │ 2006 Nov 7             1
 2921 │ 2006 Nov-Dec           1
 2922 │ 2006 Oct              19
 2923 │ 2006 Oct 10            2
 2924 │ 2006 Oct 17            1
 2925 │ 2006 Oct 18            1
 2926 │ 2006 Oct 3             1
 2927 │ 2006 Oct 5             1
 2928 │ 2006 Oct 7             1
 2929 │ 2006 Oct-Nov           1
 2930 │ 2006 Sep              18
 2931 │ 2006 Sep 1             1
 2932 │ 2006 Sep 10           10
 2933 │ 2006 Sep 12            2
 2934 │ 2006 Sep 15            1
 2935 │ 2006 Sep 20            2
 2936 │ 2006 Sep-Oct           4
 2937 │ 2006 Summer            2
 2938 │ 2006 Winter            1
 2939 │ 2007                  15
 2940 │ 2007 Apr              17
 2941 │ 2007 Apr 25            1
 2942 │ 2007 Apr 27            1
 2943 │ 2007 Apr 28            1
 2944 │ 2007 Apr 3             2
 2945 │ 2007 Apr-May           1
 2946 │ 2007 Aug              15
 2947 │ 2007 Aug 21            1
 2948 │ 2007 Aug 3             2
 2949 │ 2007 Aug 7             1
 2950 │ 2007 Aug-Oct           1
 2951 │ 2007 Dec              18
 2952 │ 2007 Dec 2             1
 2953 │ 2007 Feb              17
 2954 │ 2007 Feb 10            1
 2955 │ 2007 Feb 14            1
 2956 │ 2007 Jan              13
 2957 │ 2007 Jan 17            1
 2958 │ 2007 Jan 2             2
 2959 │ 2007 Jan 23            1
 2960 │ 2007 Jan 28            1
 2961 │ 2007 Jan 31            1
 2962 │ 2007 Jan 5             1
 2963 │ 2007 Jan-Feb           2
 2964 │ 2007 Jan-Mar           1
 2965 │ 2007 Jul              16
 2966 │ 2007 Jul 1             1
 2967 │ 2007 Jul 10            1
 2968 │ 2007 Jul 31            2
 2969 │ 2007 Jul-Aug           6
 2970 │ 2007 Jun              18
 2971 │ 2007 Jun 1             1
 2972 │ 2007 Jun 15            1
 2973 │ 2007 Jun 19            1
 2974 │ 2007 Jun 21            1
 2975 │ 2007 Jun 25            2
 2976 │ 2007 Mar              12
 2977 │ 2007 Mar 1             2
 2978 │ 2007 Mar 15            2
 2979 │ 2007 Mar 2             1
 2980 │ 2007 Mar 20            1
 2981 │ 2007 Mar 6             2
 2982 │ 2007 Mar-Apr           2
 2983 │ 2007 May              12
 2984 │ 2007 May 10            1
 2985 │ 2007 May 15            1
 2986 │ 2007 May 16            1
 2987 │ 2007 May 28            2
 2988 │ 2007 Nov              15
 2989 │ 2007 Nov 1             3
 2990 │ 2007 Nov 22            1
 2991 │ 2007 Nov 30            1
 2992 │ 2007 Nov 6             2
 2993 │ 2007 Nov-Dec           1
 2994 │ 2007 Oct              10
 2995 │ 2007 Oct 1             1
 2996 │ 2007 Oct 10            1
 2997 │ 2007 Oct 28            1
 2998 │ 2007 Oct 30            1
 2999 │ 2007 Oct-Nov           1
 3000 │ 2007 Sep              18
 3001 │ 2007 Sep 1             1
 3002 │ 2007 Sep 14            1
 3003 │ 2007 Sep 24            1
 3004 │ 2007 Sep 28            3
 3005 │ 2007 Sep 4             1
 3006 │ 2007 Sep-Nov           1
 3007 │ 2007 Sep-Oct           2
 3008 │ 2007 Summer            1
 3009 │ 2007 Winter            1
 3010 │ 2008                  25
 3011 │ 2008 Apr              15
 3012 │ 2008 Apr 1             2
 3013 │ 2008 Apr 19            1
 3014 │ 2008 Apr 26            1
 3015 │ 2008 Apr 30            1
 3016 │ 2008 Apr-Jun           1
 3017 │ 2008 Aug               7
 3018 │ 2008 Aug 15            2
 3019 │ 2008 Aug 18            1
 3020 │ 2008 Aug 19            1
 3021 │ 2008 Aug 5             1
 3022 │ 2008 Aug-Sep           1
 3023 │ 2008 Dec              19
 3024 │ 2008 Dec 1             1
 3025 │ 2008 Dec 23            1
 3026 │ 2008 Dec 4             1
 3027 │ 2008 Feb              16
 3028 │ 2008 Feb 15            1
 3029 │ 2008 Feb 2             1
 3030 │ 2008 Feb 24            1
 3031 │ 2008 Feb 26            1
 3032 │ 2008 Jan              17
 3033 │ 2008 Jan 1             1
 3034 │ 2008 Jan 15            1
 3035 │ 2008 Jan 16            1
 3036 │ 2008 Jan 30            1
 3037 │ 2008 Jan-Feb           1
 3038 │ 2008 Jul              21
 3039 │ 2008 Jul 1             1
 3040 │ 2008 Jul 10            1
 3041 │ 2008 Jul 21            1
 3042 │ 2008 Jul 22            1
 3043 │ 2008 Jul 29            1
 3044 │ 2008 Jul-Sep           1
 3045 │ 2008 Jun              23
 3046 │ 2008 Jun 1             1
 3047 │ 2008 Jun 15            1
 3048 │ 2008 Jun 23            2
 3049 │ 2008 Jun 5             1
 3050 │ 2008 Mar              19
 3051 │ 2008 Mar 15            3
 3052 │ 2008 Mar 18            1
 3053 │ 2008 Mar 19            1
 3054 │ 2008 Mar 25            1
 3055 │ 2008 Mar 27            4
 3056 │ 2008 Mar 28            4
 3057 │ 2008 Mar-Apr           5
 3058 │ 2008 May              17
 3059 │ 2008 May 15            2
 3060 │ 2008 May 2             1
 3061 │ 2008 May 23            1
 3062 │ 2008 May 8             1
 3063 │ 2008 May-Jun           1
 3064 │ 2008 Nov              24
 3065 │ 2008 Nov 1             1
 3066 │ 2008 Nov 10            1
 3067 │ 2008 Nov 11            2
 3068 │ 2008 Nov 15            1
 3069 │ 2008 Nov 25            1
 3070 │ 2008 Nov 26            1
 3071 │ 2008 Nov 28            3
 3072 │ 2008 Nov 29            1
 3073 │ 2008 Nov-Dec           5
 3074 │ 2008 Oct              13
 3075 │ 2008 Oct 13            1
 3076 │ 2008 Oct 21            1
 3077 │ 2008 Oct 22-28         1
 3078 │ 2008 Oct 28            1
 3079 │ 2008 Oct 3             1
 3080 │ 2008 Oct 30            1
 3081 │ 2008 Oct-Dec           1
 3082 │ 2008 Sep              29
 3083 │ 2008 Sep 1             1
 3084 │ 2008 Sep 11            1
 3085 │ 2008 Sep 12            1
 3086 │ 2008 Sep 29            1
 3087 │ 2008 Sep 30            1
 3088 │ 2008 Sep-Oct           5
 3089 │ 2008 Spring            1
 3090 │ 2008 Winter            1
 3091 │ 2009                  17
 3092 │ 2009 Apr              20
 3093 │ 2009 Apr 10            2
 3094 │ 2009 Apr 28            1
 3095 │ 2009 Apr 7             2
 3096 │ 2009 Apr 9             1
 3097 │ 2009 Apr-Jun           1
 3098 │ 2009 Aug              25
 3099 │ 2009 Aug 11            3
 3100 │ 2009 Aug 14            3
 3101 │ 2009 Aug 21            2
 3102 │ 2009 Aug 28            2
 3103 │ 2009 Aug-Sep           1
 3104 │ 2009 Dec              28
 3105 │ 2009 Dec 1             2
 3106 │ 2009 Dec 12            1
 3107 │ 2009 Dec 29            1
 3108 │ 2009 Dec 8             1
 3109 │ 2009 Feb              18
 3110 │ 2009 Feb 16            1
 3111 │ 2009 Feb 17            1
 3112 │ 2009 Feb 24            1
 3113 │ 2009 Feb 3             1
 3114 │ 2009 Jan              18
 3115 │ 2009 Jan 9             1
 3116 │ 2009 Jan-Feb           4
 3117 │ 2009 Jan-Mar           1
 3118 │ 2009 Jul              19
 3119 │ 2009 Jul 1             1
 3120 │ 2009 Jul 14            1
 3121 │ 2009 Jul 23            4
 3122 │ 2009 Jul 31            1
 3123 │ 2009 Jul 7             1
 3124 │ 2009 Jul 9             2
 3125 │ 2009 Jul-Aug           4
 3126 │ 2009 Jun              16
 3127 │ 2009 Jun-Jul           1
 3128 │ 2009 Mar              16
 3129 │ 2009 Mar 13            1
 3130 │ 2009 Mar 15            1
 3131 │ 2009 Mar 17            1
 3132 │ 2009 Mar 18            1
 3133 │ 2009 Mar 27            1
 3134 │ 2009 Mar 4             1
 3135 │ 2009 Mar 4-10          1
 3136 │ 2009 Mar 6             1
 3137 │ 2009 Mar-Apr           4
 3138 │ 2009 May              20
 3139 │ 2009 May 1             3
 3140 │ 2009 May 12            1
 3141 │ 2009 May 19            1
 3142 │ 2009 May 29            2
 3143 │ 2009 May 30            1
 3144 │ 2009 May 7             1
 3145 │ 2009 May-Aug           1
 3146 │ 2009 May-Jun           3
 3147 │ 2009 Nov              21
 3148 │ 2009 Nov 12            1
 3149 │ 2009 Nov 20            1
 3150 │ 2009 Nov 3             1
 3151 │ 2009 Nov-Dec           5
 3152 │ 2009 Oct              10
 3153 │ 2009 Oct 1             2
 3154 │ 2009 Oct 2             1
 3155 │ 2009 Oct 20            1
 3156 │ 2009 Oct 22            1
 3157 │ 2009 Oct 23            2
 3158 │ 2009 Oct 6             1
 3159 │ 2009 Oct-Dec           2
 3160 │ 2009 Sep              14
 3161 │ 2009 Sep 1             1
 3162 │ 2009 Sep 19            1
 3163 │ 2009 Sep 22            1
 3164 │ 2009 Sep-Oct           3
 3165 │ 2010                  19
 3166 │ 2010 Apr              14
 3167 │ 2010 Apr 1             2
 3168 │ 2010 Apr 15            2
 3169 │ 2010 Apr 21            1
 3170 │ 2010 Apr 6             1
 3171 │ 2010 Apr 7             1
 3172 │ 2010 Apr-Jun           1
 3173 │ 2010 Aug              21
 3174 │ 2010 Aug 1             2
 3175 │ 2010 Aug 10            1
 3176 │ 2010 Aug 15            1
 3177 │ 2010 Aug 21            1
 3178 │ 2010 Aug 25            1
 3179 │ 2010 Aug 26            1
 3180 │ 2010 Aug 3             1
 3181 │ 2010 Aug 31            2
 3182 │ 2010 Aug 5             1
 3183 │ 2010 Aug 6             1
 3184 │ 2010 Dec              14
 3185 │ 2010 Dec 1             1
 3186 │ 2010 Dec 15            1
 3187 │ 2010 Dec 21            1
 3188 │ 2010 Dec 23            1
 3189 │ 2010 Dec 3             2
 3190 │ 2010 Fall              1
 3191 │ 2010 Feb              29
 3192 │ 2010 Feb 16            1
 3193 │ 2010 Feb 23            2
 3194 │ 2010 Feb 27            1
 3195 │ 2010 Feb 3             1
 3196 │ 2010 Feb 9             1
 3197 │ 2010 Jan              17
 3198 │ 2010 Jan 15            3
 3199 │ 2010 Jan 19            1
 3200 │ 2010 Jan 5             2
 3201 │ 2010 Jan-Feb           2
 3202 │ 2010 Jan-Mar           1
 3203 │ 2010 Jul              16
 3204 │ 2010 Jul 13            2
 3205 │ 2010 Jul 23            1
 3206 │ 2010 Jul 29            1
 3207 │ 2010 Jul 7             1
 3208 │ 2010 Jul-Aug           5
 3209 │ 2010 Jul-Sep           1
 3210 │ 2010 Jun              18
 3211 │ 2010 Jun 1             1
 3212 │ 2010 Jun 15            1
 3213 │ 2010 Jun 22            2
 3214 │ 2010 Jun 29            1
 3215 │ 2010 Mar              24
 3216 │ 2010 Mar 1             1
 3217 │ 2010 Mar 10            1
 3218 │ 2010 Mar 15            1
 3219 │ 2010 Mar 18            1
 3220 │ 2010 Mar 2             2
 3221 │ 2010 Mar 25            1
 3222 │ 2010 Mar 4             1
 3223 │ 2010 Mar-Apr           5
 3224 │ 2010 May              14
